Western	0779	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	59	Notes
Western	0779	GW628	FRY	Former Friary Jn	Turnchapel Branch Jn	Former Friary Jn – Turnchapel Branch Jn	244	60	245	17	7	Y	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW628	TUR/ CWR	Turnchapel Branch Jn	Buffer Stops	Turnchapel Branch Jn – Buffer Stops	0	00	0	78	5	N	N	N	N	N	N	N	N
Western	0779	GW628	FRY	Turnchapel Branch Jn	Plymouth Friary	Turnchapel Branch Jn – Plymouth Friary	245	17	245	40	7	N	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW637	DAC	St Budeaux Jn	Buffer Stops (Beyond Bere Alston)	St Budeaux Jn – Buffer Stops (Beyond Bere Alston)	227	22	219	75	4	N	R1	R1	R1	R1	R1	R1	N	R1 5mph over Tamerton Viaduct (224m 78ch)
Western	0779	GW637	CAL	Bere Alston Jn	Gunnislake	Bere Alston Jn – Gunnislake	0	02	4	40	4	N	B	B	B	B	B	B	N
Western	0779	GW640	LIL	Liskeard	Coombe Jn	Liskeard – Coombe Jn	8	67	6	75	4	N	Y	N	Y	N	N	N	N
Western	0779	GW640	L	Coombe Jn	Looe	Coombe Jn – Looe	6	52	0	19	4	N	Y	N	Y	N	N	N	N
Western	0779	GW640	L	Coombe Jn	Coombe No.2 GF	Coombe Jn – Coombe No.2 GF	6	52	6	66	4	N	Y	N	Y	N	N	N	N
Western	0779	GW642	L	Coombe No.2 GF	Network Rail Boundary (Moorswater)	Coombe No.2 GF – Network Rail Boundary (Moorswater)	6	66	7	20	4	N	Y	N	Y	N	N	N	N
Western	0779	GW650	LOF	Lostwithiel	Network Rail Boundary (Carne Point)	Lostwithiel – Network Rail Boundary (Carne Point)	277	54	281	59	8	N	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW660	PAR	Par Loop Jn	St Blazey Jn	Par Loop Jn – St Blazey Jn	281	57	282	16	7	Y	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW660	NEW	St Blazey Jn	Newquay	St Blazey Jn – Newquay	282	16	302	49	6	Y	R1	R2	R1	B R2	B R1 R3	B R2	R2	R1 20mph over bridge NEW-28936 (289m 36ch) R2 Prohibited between Goonbarrow and Newquay R3 Permitted between Goonbarrow and Newquay when already attached to a train that required assistance earlier in the journey
Western	0779	GW672	SDS	Burngullow Jn	Drinnick Mill	Burngullow Jn – Drinnick Mill	288	26	291	31	6	N	N	N	N	N	N	N	Y
Western	0779	GW672	SDS	Drinnick Mill	Parkandillack	Drinnick Mill – Parkandillack	291	31	293	52	5	N	N	N	N	N	N	N	Y
Western	0779	GW680	FAL1- 3	Penwithers Jn	Falmouth	Penwithers Jn – Falmouth	301	25	312	46	6	Y	Y	N	Y	N	N	N	N
Western	0779	GW690	SIV	St Erth	St Ives	St Erth – St Ives	321	02	325	13	5	Y	B	N	B	N	N	N	N
Western	0779	GW700	BAG2	Gloucester Barnwood Jn	Horton Road Jn	Gloucester Barnwood Jn – Horton Road Jn	92	21	92	75	8	Y	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW700	SWM 2	Horton Road Jn	Route Boundary Wales	Horton Road Jn – Route Boundary Wales	113	61	129	00	8	Y	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW700	SWM 2	Route Boundary Wales	Severn Tunnel Jn	Route Boundary Wales – Severn Tunnel Jn	129	00	149	14	8	Y	Y	Y	Y	Y	Y	Y	Y
Western	0779	GW710	NO ELR	Llanwern Works East	Llanwern Works West via BSS (Corus Infrastructure)	Llanwern Works East – Llanwern Works West via BSS (Corus Infrastructure)	153	08	156	03	8	N	R1	R1	R1	R1	R1	R1	R1	R1 See Sectional Appendix Local Instructions
Western	0779	GW720	EUB	Network Rail Boundary (Uskmouth)	East Usk Jn	Network Rail Boundary (Uskmouth) – East Usk Jn	3	07	0	00	8	N	Y	Y	Y	Y	Y	Y	Y
