London-North-Western-North	0877	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description	M	Ch	M	Ch	165	168	170	175	180	185	220	221	222	Notes
London-North-Western-North	0877	NW4027	BSN	Bruntill Branch Jn	Stainton Jn via Down and Up Brunthill Branch Siding	Bruntill Branch Jn - Stainton Jn via Down and Up Brunthill Branch Siding	0	66	0	2	N	N	N	N	N	N	N	N	N
London-North-Western-North	0877	NW4027	ETC	End of Line Buffer Stops	Network Rail Boundary / Brunthill via Down and Up Brunthill line	End of Line Buffer Stops - Network Rail Boundary / Brunthill via Down and Up Brunthill line	96	9	95	6	N	N	N	N	N	N	N	N	N
London-North-Western-North	0877	NW4029	GJH	Mossband Jn	Bush-on-Esk West Jn	Mossband Jn – Bush-on-Esk West Jn	3	02	1	06	N	N	N	N	N	N	N	N	N
London-North-Western-North	0877	NW4029	GJH	Bush-on-Esk West Jn	Network Rail Boundary	Bush-on-Esk West Jn – Network Rail Boundary	1	06	0	24	N	N	N	N	N	N	N	N	N	Line out of use
London-North-Western-North	0877	NW4031	GSW	Gretna Jn	Route Boundary (SC031) (Eastriggs)	Gretna Jn – Route Boundary (SC031) (Eastriggs)	116	13	115	40	N	N	N	N	N	Y	Y	Y	N
London-North-Western-North	0877	NW4033	CBC1	Carnforth North Jn	Carnforth Station Jn	Carnforth North Jn – Carnforth Station Jn	0	19	0	38	N	N	N	Y	N	Y	N	N	N
London-North-Western-North	0877	NW4033	CBC1	Carnforth Station Jn	Limit of Electrification (Carnforth)	Carnforth Station Jn – Limit of Electrification (Carnforth)	0	38	0	60	N	N	N	Y	N	Y	N	N	N
London-North-Western-North	0877	NW4033	CBC1	Limit of Electrification (Carnforth)	Whitehaven	Limit of Electrification (Carnforth) - Whitehaven	0	60	74	66	N	N	N	R1	N	R1	N	N	N	R1 Prohibited between Millom and Whitehaven
London-North-Western-North	0877	NW4033	CBC1	Whitehaven	Bransty SB (Change of ELR)	Whitehaven - Bransty SB (Change of ELR)	74	66	74	73	N	N	N	N	N	N	N	N	N
London-North-Western-North	0877	NW4033	CBC2	Bransty SB (Change of ELR)	Change of ELR (Maryport)	Bransty SB (Change of ELR) – Change of ELR (Maryport)	0	16	12	05	N	N	N	N	N	N	N	N	N
London-North-Western-North	0877	NW4033	CBC3	Change of ELR (Maryport)	Carlisle South Jn	Change of ELR (Maryport) – Carlisle South Jn	0	00	27	49	N	N	N	N	N	E R1	R1	R1	N	R1 Prohibited between Change of ELR (Maryport) and Currock Jn
London-North-Western-North	0877	NW4041	DAP	Dalton Jn	Park South Jn	Dalton Jn – Park South Jn	0	00	0	76	N	N	N	Y	N	Y	N	N	N
London-North-Western-North	0877	NW5001	CMP1	Crewe North Jn	Sandbach North Jn	Crewe North Jn – Sandbach North Jn	158	17	162	62	N	N	Y	Y	Y	Y	Y	Y	N
London-North-Western-North	0877	NW5001	CMP1	Sandbach North Jn	Wilmslow South Jn	Sandbach North Jn – Wilmslow South Jn	162	62	176	53	N	N	Y	Y	Y	Y	Y	Y	N
London-North-Western-North	0877	NW5001	CMP1	Wilmslow South Jn	Cheadle Hulme North Jn	Wilmslow South Jn – Cheadle Hulme North Jn	176	53	180	67	N	N	Y	Y	Y	Y	Y	Y	N
London-North-Western-North	0877	NW5001	CMP1	Cheadle Hulme North Jn	Edgeley Jn No.1	Cheadle Hulme North Jn - Edgeley Jn No.1	180	67	182	36	N	N	Y	Y	Y	Y	Y	Y	N
London-North-Western-North	0877	NW5001	CMP2	Edgeley Jn No.1	Edgeley Jn	Edgeley Jn No.1 - Edgeley Jn	182	36	182	59	N	N	Y	Y	Y	Y	Y	Y	Y
London-North-Western-North	0877	NW5001	CMP2	Edgeley Jn	Slade Lane Jn	Edgeley Jn – Slade Lane Jn	182	59	186	46	N	N	Y	Y	Y	Y	Y	Y	Y
London-North-Western-North	0877	NW5001	CMP2	Slade Lane Jn	Ardwick Jn	Slade Lane Jn – Ardwick Jn	186	46	188	08	N	N	Y	Y	Y	Y	Y	Y	Y
London-North-Western-North	0877	NW5001	CMP2	Ardwick Jn	Manchester Piccadilly East Jn	Ardwick Jn – Manchester Piccadilly East Jn	188	08	188	48	N	N	Y	Y	Y	Y	Y	Y	Y
London-North-Western-North	0877	NW5001	CMP2	Manchester Piccadilly East Jn	Manchester Piccadilly	Manchester Piccadilly East Jn – Manchester Piccadilly	188	48	188	70	N	N	Y	Y	Y	Y	Y	Y	Y
London-North-Western-North	0877	NW5003	STY	Wilmslow South Jn	Heald Green South Jn	Wilmslow South Jn – Heald Green South Jn	0	00	2	50	N	N	Y	Y	N	Y	Y	Y	N
London-North-Western-North	0877	NW5003	STY	Heald Green South Jn	Heald Green North Jn	Heald Green South Jn – Heald Green North Jn	2	50	3	13	N	N	Y	Y	N	Y	Y	Y	N
London-North-Western-North	0877	NW5003	STY	Heald Green North Jn	Slade Lane Jn	Heald Green North Jn – Slade Lane Jn	3	13	9	44	N	N	Y	Y	N	Y	Y	Y	N
