London-North-Western-South	0468	Line of route	ELR	Line of Route / Sector Description		Line of Route / Sector Description					121	139	142	144	150	153	155	156	158	159	Notes
London-North-Western-South	0468						M	Ch	M	Ch											
London-North-Western-South	0468	MD430	OWW	Route Boundary (GW370) (Droitwich Spa)	Kidderminster	Route Boundary (GW370) (Droitwich Spa) – Kidderminster	130	40	135	46	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD430	OWW	Kidderminster	Stourbridge North Jn	Kidderminster – Stourbridge North Jn	135	46	142	51	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD435	DCL	Small Heath South Jn	Site of Former Handsworth Jn	Small Heath South Jn – Site of Former Handsworth Jn	126	59	132	47	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD435	HSJ	Site of Former Handsworth Jn	Smethwick Jn	Site of Former Handsworth Jn – Smethwick Jn	132	47	133	32	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD435	GSJ2	Smethwick Jn	Stourbridge North Jn	Smethwick Jn – Stourbridge North Jn	133	32	141	06	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD440	GSJ1	Galton Jn	Smethwick Jn	Galton Jn – Smethwick Jn	3	64	4	08	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD445	SJS	Stourbridge Jn	Stourbridge Town	Stourbridge Jn – Stourbridge Town	142	16	142	78	N	R1	N	N	N	Y	N	N	N	N	R1 Prohibited to operate when any other train is within this section of route except when providing assistance
London-North-Western-South	0468	MD450	OWW	Stourbridge North Jn	Round Oak	Stourbridge North Jn – Round Oak	142	15	146	13	Y	N	N	N	Y	Y	Y	Y	N	N	
London-North-Western-South	0468	MD455	KWD	Kingswinford Jn	Network Rail Boundary	Kingswinford Jn – Network Rail Boundary	144	33	145	60	N	N	N	N	N	N	N	N	N	N	Line out of use NME/2005/LNW284
London-North-Western-South	0468	MD460	SJT1	Kineton MOD Branch	Burton Dassett (MOD Kineton)	Kineton MOD Branch – Burton Dassett (MOD Kineton)	22	60	25	60	N	N	N	N	N	N	N	N	N	N	
London-North-Western-South	0468	MD501	DBP1	Route Boundary (LN3501) (London Road Jn)	Kingsbury Jn	Route Boundary (LN3501) (London Road Jn) – Kingsbury Jn	23	30	29	39	Y	N	Y	R1	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD501	DBP2	Kingsbury Jn	Water Orton East Jn	Kingsbury Jn – Water Orton East Jn	29	39	33	22	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD501	DBP3	Water Orton East Jn (Change of Mileage)	Landor Street Jn	Water Orton East Jn (Change of Mileage) – Landor Street Jn	34	43	40	60	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD501	DBP3	Landor Street Jn	Proof House Jn	Landor Street Jn – Proof House Jn	40	60	41	51	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD545	KJW	Kingsbury Jn	Whitacre Jn (Change of Mileage)	Kingsbury Jn – Whitacre Jn (Change of Mileage)	29	39	31	69	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD555	NWO	Nuneaton North Junction	Lmit of Electrification	Nuneaton North Junction – Lmit of Electrification	10	18	10	00	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD555	NWO	Limit of Electrification	Whitacre West Junction	Limit of Electrification – Whitacre West Junction	10	00	0	00	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD555	DBP3	Whitacre West Jn	Water Orton East Jn	Whitacre West Jn – Water Orton East Jn	31	69	34	43	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD560	WOP	Water Orton West Jn	Park Lane Change of ELR	Water Orton West Jn – Park Lane Change of ELR	35	15	36	04	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD560	CBR2	Park Lane Change of ELR	Park Lane Jn	Park Lane Change of ELR – Park Lane Jn	36	04	36	15	Y	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0468	MD565	CBR1	Castle Bromwich Jn	Park Lane Jn	Castle Bromwich Jn – Park Lane Jn	0	55	0	00	Y	N	N	N	Y	Y	Y	Y	Y	Y	
